,name,country,city,town,address,total space (sqft),colocation space (sqft),total power (MW),latitude,longitude
2813,China Telecom,south korea, Seoul, Jongno-gu, Sejongno,,,,37.5666791,126.9782914
2814,Lumen,usa, FL, Jacksonville,4814 Philips Highway,24000.0,1376.0,,27.7567667,-81.4639835
2815,Lumen,usa, AL, Mobile,50 North Lawrence Street,5100.0,1829.0,,,
2816,Flexential,usa, PA, Allentown,744 Roble Rd,46800.0,46800.0,0.849,40.9699889,-77.7278831
2817,CyberNest,usa, OR, Hillsboro,3935 Northeast Aloclek Drive,,,,43.9792797,-120.737257
2818,"Ascenty, a Digital Realty Company",brazil, 13185-252, Hortolândia - SP, 4 - Jardim Santa Izabel,43000.0,,10.0,-30.55010885,-52.51652319428324
2819,Digital Fortress,usa, OR, Portland,511 Southwest 10th Avenue,10700.0,6700.0,2.1,43.9792797,-120.737257
2820,China Telecom,china, Guangdong, Shenzhen, Longgang,,,,23.1357694,113.1982688
2821,Zenlayer,vietnam, Hồ Chí Minh, District 1, Da Kao,,,,10.7763897,106.7011391
2822,Colocation America,usa, IL, Chicago,350 E Cermak Rd,58852.0,,,40.0796606,-89.4337288
2823,MOD Mission Critical,south africa, 1609, Johannesburg, Isando,484376.0,215278.0,40.0,-26.141446315384613,28.172649529230767
2824,Digital Realty,india, Tamil Nadu, Chennai, Ambattur Industrial Estate,196000.0,,20.4,10.9094334,78.3665347
2825,Lunavi,usa, CO, Denver,4300 Brighton Blvd,,,,38.7251776,-105.607716
2826,Digital Realty,germany, 60314 Frankfurt am Main,Weismüllerstraße 40,,52000.0,,9.6,50.113769684240005,8.712718914
2827,CyberNest,usa, TX 75202, Dallas,400 S Akard St,,,,,
2828,Lumen,usa, FL, West Palm Beach,410 Hampton Road,4897.0,1616.0,,27.7567667,-81.4639835
2829,Cogent Communications,usa, AZ, Phoenix,3410 East University Drive,,,,34.395342,-111.763275
2830,Zenlayer,germany, 60326 Frankfurt,Kleyerstraße 90,,,,,50.10251673112494,8.630091151667408
2831,Lumen,usa, MI, Detroit,1965 Porter Street,50000.0,9733.0,,43.6211955,-84.6824346
2832,Lumen,usa, TX, Corpus Christi,4901 Westway Drive,4800.0,1761.0,,31.2638905,-98.5456116
2833,China Telecom,china, Liaoning Sheng, Dalian Shi, Ganjingzi Qu,,,,41.2374106,122.9955469
2834,Cogent Communications,france,Bordeaux,,,,,,44.841225,-0.5800364
2835,Prime Data Centers,usa, AZ, Avondale,11753 West Lower Buckeye Road,264000.0,128000.0,48.0,34.395342,-111.763275
2836,Liquid Web,netherlands, Amsterdam,Amsterdam,,,,6.0,52.3730796,4.8924534
2837,Cologix,canada, BC, Vancouver,2828 Natal Street,42000.0,42000.0,5.0,55.001251,-125.002441
2838,MOD Mission Critical,usa, NC, Charlotte,8910 Lenox Pointe Drive,66666.0,,2.36,35.6729639,-79.0392919
2839,Equinix,mexico, 76246 Qro., Calle Tecnologico,Parque Tecnológico Innovación,110000.0,,,20.5665396375,-100.28549715
2840,CtrlS Datacenters LTD,india, Uttar Pradesh, Noida, Sector 127,,,,27.1303344,80.859666
2841,EXA Infrastructure,belgium, 9820 Merelbeke,Industriepark 2h,,17222.26,,0.437,51.014702392000004,3.7511841814545455
2842,NTT Communications,germany, Frankfurt,Braubachstraße 27-41,,,,120.0,50.1106444,8.6820917
2843,TurnKey Internet,usa, NY, Latham,175 Old Loudon Rd,,,,43.1561681,-75.8449946
2844,Amazon AWS,japan, Tokyo 188-0013, Nishi-tokyo,Mukōdaichō,,,,35.7721606,139.68855098846433
2845,Amazon AWS,usa, VA 20164, Sterling,45900 Pathfinder Plaza,,,,41.838558,-71.425049
2846,NFINIT,usa, CA, Los Angeles, South Grand Avenue,,,,36.7014631,-118.755997
2847,Global Switch,uk, London E14 9YY,240 East India Dock Road,,252295.0,,29.0,51.5156177,-0.0919983
2848,NTT Communications,usa, CA, Sacramento,1625 West National Drive,,,,36.7014631,-118.755997
2849,NTT Communications,usa, TX, Dallas, Garland,,,,31.2638905,-98.5456116
2850,Racks Central,singapore, Singapore 535224,23 Tai Seng Dr,,,,,1.357107,103.8194992
2851,Amazon AWS,usa, VA, Manassas,Brewers Spring Road,115930.0,,,37.1232245,-78.4927721
2852,STACK INFRASTRUCTURE,south korea,Seoul,,,,,48.0,37.5666791,126.9782914
2853,Oracle,canada, ON,Toronto,,,,,50.000678,-86.000977
2854,NTT Communications,malaysia, Selangor, Cyberjaya, Cyber 6,,,,3.2083304,101.304146
2855,IBM Cloud,japan,Osaka,,,,,,34.661629000000005,135.49992679245517
2856,Oracle,chile,Santiago,,,,,,-33.4377756,-70.6504502
2857,Colt Technologies,germany, Frankfurt,Gervinusstraße 16-22,,12303.0,12303.0,,50.1106444,8.6820917
2858,TurnKey Internet,usa, CA, Los Angeles,530 West 6th Street,,,,36.7014631,-118.755997
2859,Oracle,france,Paris,,,,,,48.8588897,2.3200410217200766
2860,Oracle,uk,London,,,,,,51.5074456,-0.1277653
2861,EdgeConnex,chile, Calle Larga,Carretera General San Martín,,116519.33,,14.0,-32.8552685,-70.6260407
2862,SpeedBone,germany, 12103 Berlin,Alboinstraße 36,,,15069.0,,52.462073193869045,13.376207964761905
2863,LeaseWeb,singapore, Singapore 554502,1 Serangoon North Ave 6,,157411.0,,6.0,1.357107,103.8194992
2864,Oracle,uk,Newport,,,,,,51.5882332,-2.9974967
2865,Colt Technologies,italy, Metropolitan City of Milan, Milan, 56,17222.0,17222.0,,45.454211900000004,9.111350961779705
2866,Amazon AWS,australia, Pemulwuy NSW 2145,6 Bellevue Circuit,,,,,-33.8164641,150.9284441
2867,Amazon AWS,israel,Tnuvot,,,,,,32.305202,34.9620671
2869,omart,uk, Hampshire PO13 0GW,Gosport,,6792.0,,,50.810830249999995,-1.1607508992380327
2870,NexTDC,australia, Artarmon NSW,2 Broadcast Way,,215278.21,,80.0,-33.8084051,151.184511
2871,ColoCrossing,usa, NY, Buffalo,325 Delaware Avenue,13000.0,,1.44,43.1561681,-75.8449946
2872,IBM Cloud,australia,Sydney NSW,,,,,,-33.8698439,151.2082848
2873,Amazon AWS,usa, OR 97818, Boardman,75300 Lewis and Clark Dr,,,,,
2874,EdgeConnex,usa, CO, Centennial,8535 Highfield Parkway,29800.0,,3.0,38.7251776,-105.607716
2875,Amazon AWS,japan, Osaka, Nishi Ward,Shinmachi,,,,34.661629000000005,135.49992679245517
2876,Colt Technologies,japan, Tokyo,Chiyoda,,,,,35.6821936,139.762221
2877,GleSYS,sweden, Hägersten, 126 30 Hägersten-Liljeholmen,Västberga Allé 60,16146.0,3767.0,0.75,59.3039831,17.9671408
2878,Open Access Data Centers,south africa,2FQC+VVR Cape Town,,,10764.0,7535.0,3.0,,
2879,LeaseWeb,australia, NSW 2015, Alexandria Sydney,unit a/200 Bourke Road,,80140.0,,,
2880,Amazon AWS,usa, VA 20166, Sterling,22868 International Dr,200000.0,,,41.838558,-71.425049
2881,Colt Technologies,japan, Tokyo, Koto City,Shiohama,81805.0,81805.0,,35.6821936,139.762221
2882,MDC Data Centers,usa, TX, McAllen,422 S 11th St,16000.0,,1.0,31.2638905,-98.5456116
2883,Roller Network,usa, NV 89511, Reno,3545 Airway Dr,,,,,
2884,IBM Cloud,usa, VA,Ashburn,,,,,37.1232245,-78.4927721
2885,IBM Cloud,brazil, State of São Paulo,São Paulo,,,,,-23.45872135,-46.542661123110825
2886,Colt Technologies,uk, Hertfordshire, Welwyn Garden City,20 Black Fan Road,473612.0,231424.0,41.0,51.840052299999996,-0.09785519224523963
2887,OVHCloud,france, 59820 Gravelines,Route de la Ferme Masson,,,,,50.97948161352657,2.1475109507246377
2888,Colt Technologies,singapore,29a International Business Park Road,,,,,,,
2889,CtrlS Datacenters LTD,india, Maharashtra 400710, Navi Mumbai, Mahape,,,36.75,21.5071955,78.9725097
2890,IBM Cloud,japan, Tokyo, Chuo City, 19-21 Nihonbashi-Hakozakichō,,,,35.6821936,139.762221
2891,MadeIt,usa, OH,Cincinnati,,177000.0,20000.0,4.0,40.2253569,-82.6881395
2892,EXA Infrastructure,canada, Ontario M5V 3G6, Toronto,35 John Street suite 9f 101,5005.22,,0.9,,
2893,LeaseWeb,japan, Tokyo, Shinagawa City,2 Chome-2-35 Higashi-Shinagawa,,23239.0,,35.6821936,139.762221
2894,STACK INFRASTRUCTURE,denmark, 2630 Taastrup,Blekinge Blvd.,,,,48.0,55.64995557151736,12.290219112385687
2895,Eurofiber Cloud Infra,netherlands, 5145 RA Waalwijk, Gragtmansstraat,Haven Vii,10064.0,5381.0,,51.69728122,5.03794484
2896,IBM Cloud,canada, ON,Toronto,,,,,50.000678,-86.000977
2897,NTT Communications,vietnam, Hanoi, Hà Đông, Vạn Phúc,,,,21.0283334,105.854041
2898,DRFortress,usa, Hawaii, Honolulu,3375 Koapaka Street suite d 198,65000.0,,4.2,19.593801499999998,-155.42837009716908
2899,Serverfarm,israel, Herzliya,Ha-Sadna'ot St 8,,100000.0,,10.0,32.1676842,34.83082794429146
2900,"Bytemark, an iomart company",uk, York,2 Opus Avenue,,,,,53.9590555,-1.0815361
2901,DCI Data Centers,australia,Kidman Park SA,,,,,,-34.9122329,138.5269306
2902,GleSYS,finland,Oulu,,,5920.0,4844.0,,65.0118734,25.4716809
2903,LeaseWeb,usa, NJ, Edison,3003 Woodbridge Ave,830000.0,,48.0,40.0757384,-74.4041622
2904,STACK INFRASTRUCTURE,italy, PV, 27010 Siziano, 8/10,75347.37,,12.0,45.036854649999995,9.137825082826026
2905,Open Access Data Centers,democratic republic of the congo, Kinshasa, Avenue Colonel Mondjiba, Concession COTEX N° 63,29063.0,10764.0,2.0,-4.3217055,15.3125974
2906,Redcentric,uk, West Byfleet, Byfleet,122 Oyster Lane,,6500.0,,51.3373982,-0.5065245
2907,Amazon AWS,usa, OR, Boardman,Gar Swanson Drive,,,,43.9792797,-120.737257
2908,LeaseWeb,australia, Artarmon NSW 2064, 2 Broadcast Way,Cast Way,,215278.0,80.0,-33.8084051,151.184511
2909,ColoCrossing,usa, CA, Los Angeles,530 West 6th Street,50000.0,,27.0,36.7014631,-118.755997
2910,Pulsant,uk, Croydon CR0 4RL, 35 Imperial Way,unit 1,35327.0,13164.0,2.5,51.3550556,-0.0643103753173489
2911,Colt Technologies,south korea,Busan,,,,,,35.1799528,129.0752365
2912,Leading Edge Data Centres,australia,Coffs Harbour NSW,,,2282.0,,0.3,-30.2985996,153.1094116
2913,IBM Cloud,japan, Tokyo, Chuo City, 19-21 Nihonbashi-Hakozakichō,,,,35.6821936,139.762221
2914,Amazon AWS,usa, VA 20109, Manassas, 7080 Wellington Rd,146962.0,,,,
2915,EdgeConnex,usa, GA 30310, Atlanta,1003 Donnelly Avenue Southwest,29527.0,,1.5,,
2916,Leading Edge Data Centres,australia,Wagga Wagga NSW,,,2282.0,,0.3,-35.115,147.3677778
2918,ColoCrossing,usa, IL, Elk Grove Village,2200 Busse Rd,485000.0,460000.0,36.4,40.0796606,-89.4337288
2919,DhakaColo,bangladesh, Chattogram, Sk Sheikh Mujib Road, IIUC Tower,,,,22.333778,91.8344348
2921,NorthC,switzerland, 4142 Münchenstein,Weidenstrasse 13,,10764.0,6458.0,2.0,47.51989248226666,7.612789691066666
2922,China Telecom,china, Guangdong Province, Foshan, Chancheng District,,,,23.1357694,113.1982688
2923,China Telecom,usa, CA 95054, Santa Clara,4650 Old Ironsides Dr,,,,,
2924,Lumen,usa, CA, Fresno,7576 North Del Mar Avenue,13509.0,4515.0,,36.7014631,-118.755997
2925,China Telecom,china, Anhui, Hefei,Shushan,,,,32.0,117.0
2926,Singtel,japan,Tokyo,,,,,,35.6821936,139.762221
2927,Zenlayer,hong kong, Tsuen Wan,Wang Wo Tsai St,,,,,22.3716605,114.1134699
2928,Performive,canada, ON, Toronto,151 Front Street West,,,,50.000678,-86.000977
2929,Digital Realty,uk, London,11 Hanbury Street,,19590.0,,2.0,51.5074456,-0.1277653
2930,China Telecom,china, Guangdong Sheng, Shenzhen Shi, Luohu Qu,,,,23.1357694,113.1982688
2931,Zenlayer,usa, FL 33132, Miami,50 Northeast 9th Street,,,,,
2932,Cogent Communications,usa, IL, Chicago,216 W Jackson Blvd,11940.0,11940.0,,40.0796606,-89.4337288
2933,24Shells Inc,uk,London,,,,,,51.5074456,-0.1277653
2934,Psychz Networks,usa, IL, Chicago,600 South Federal Street,142000.0,,10.0,40.0796606,-89.4337288
2936,China Telecom,usa, CA 90017, Los Angeles,624 S Grand Ave,,,,,
2937,MOD Mission Critical,usa, NY, New York,85 10th Avenue,635000.0,60000.0,4.15,43.1561681,-75.8449946
2938,Digital Realty,japan, Osaka,Kita Ward,,197000.0,,20.0,34.661629000000005,135.49992679245517
2939,Digital Realty,south africa, Johannesburg, Isando,5 Brewery Street,484376.0,,80.0,-26.205,28.049722
2940,DataBank,usa, IL, Chicago,600 South Federal Street,15000.0,10130.0,1.0,40.0796606,-89.4337288
2941,MOD Mission Critical,usa, MT, Missoula,110 East Broadway Street,,24000.0,,47.3752671,-109.638757
2942,China Telecom,china, Guangdong Province, Zhuhai, Xiangzhou,,,,23.1357694,113.1982688
2943,Enzu,usa, TX, Houston,1301 Fannin Street,,,,31.2638905,-98.5456116
2944,MOD Mission Critical,poland, 00-697 Warszawa,al. Jerozolimskie 65,,9978.0,,,52.22835738888889,21.006766294444446
2945,MOD Mission Critical,brazil, Santana de Parnaíba - State of São Paulo,Avenida Marcos Penteado de Ulhôa Rodrigues - Residencial Tres (Tambore),,217861.0,29590.0,,,
2946,Limestone Networks,japan, Tokyo, Shinagawa City,Higashi-Shinagawa,,,,35.6821936,139.762221
2947,Stellar Technologies Inc.,usa, IL, Chicago,350 East Cermak Road,,,,40.0796606,-89.4337288
2948,Cogent Communications,usa, TX, Dallas,400 South Akard Street,8000.0,8000.0,,31.2638905,-98.5456116
2949,Navegalo,usa, FL, Miami,50 NE 8th St,,,,27.7567667,-81.4639835
2950,China Telecom,china, Guangdong, Meizhou,Meijiang,,,,23.1357694,113.1982688
2951,MOD Mission Critical,usa, FL, Fort Lauderdale,5301 Northwest 33rd Avenue,64164.0,22000.0,3.15,27.7567667,-81.4639835
2952,Zenlayer,indonesia, Banten, South Tangerang, Serpong,,,,-6.4453801,106.1375586
2953,Cogent Communications,france,Vélizy-Villacoublay,,,,,,48.7809496,2.1900052
2954,China Telecom,china, Zhejiang, Wenzhou,Cangnan,,,,29.0000001,119.9999999
2955,DEAC European Data Center Operator,lithuania, Vilnius City Municipality, Vilnius,J. Tiškevičiaus g. 72,,,,54.700528750000004,25.32211892035221
2956,Enzu,usa, TX, Austin,7401 E Ben White Blvd,,,,31.2638905,-98.5456116
2957,atNorth,finland, Helsinki,Kuortaneenkatu,,12916.69,,1.6,60.1674881,24.9427473
2958,Lumen,usa, CA, Riverside,1550 Marlborough Avenue,23000.0,6208.0,,36.7014631,-118.755997
2959,Xfernet,usa, VA, Ashburn,44470 Chilum Place,,,,37.1232245,-78.4927721
2960,Zenlayer,brazil, 06543-385, Santana de Parnaíba - State of São Paulo, 249 - Residencial Tres (Tambore),,,,,
2961,Equinix,france, 93200 Saint-Denis,114 Rue Ambroise Croizat,,40634.0,,5.0,48.93346144469136,2.3549686854320986
2962,Lumen,usa, OH, Akron,110 South Arlington Street,12000.0,6000.0,,40.2253569,-82.6881395
2964,Struxture,canada, ON, Scarborough,20 Pullman Court,40000.0,,10.0,50.000678,-86.000977
2965,US Signal,usa, IL, Oak Brook,810 Jorie Blvd,,,,40.0796606,-89.4337288
2966,Equinix,usa, GA, Norcross,2836 Peterson Place Northwest,40949.0,21337.0,,32.3293809,-83.1137366
2967,Hivelocity,india, Maharashtra, Navi Mumbai, Rabale,,,,18.9068356,75.6741579
2968,Digital Fortress,usa, NJ, Piscataway,201 Centennial Avenue,96573.0,23700.0,5.0,40.0757384,-74.4041622
2969,Equinix,netherlands, 7521 PE Enschede,Auke Vleerstraat 1,,31215.0,12917.0,2700.0,52.23675776,6.849178579999999
2970,Digital Realty,usa, AZ, Chandler,2121 South Price Road,519000.0,508173.0,54.0,34.395342,-111.763275
2971,Lumen,usa, VA 22102, McLean,1755 Old Meadow Road,62904.0,15535.0,,41.838558,-71.425049
2972,Digital Realty,usa, MA, Bedford,55 Middlesex Turnpike,106000.0,48000.0,10.0,18.3414575,-64.9335173
2973,Digital Realty,usa, VA, Ashburn,44521 Hastings Drive,348000.0,176200.0,34.5,37.1232245,-78.4927721
2974,Digital Realty,usa, CA, Santa Clara,1725 Comstock Street,39643.0,39643.0,6.2,36.7014631,-118.755997
2975,QuadraNet,usa, CA, Los Angeles,6171 West Century Boulevard,80000.0,22000.0,2.2,36.7014631,-118.755997
2976,Lumen,usa, AL, Birmingham,401 6th Street North,10000.0,4512.0,,,
2977,Evocative,usa, TX, Plano,1221 Coit Road,111000.0,52000.0,12.0,31.2638905,-98.5456116
2978,Netrality Data Centers,usa, MO, St. Louis,900 Walnut St,120586.0,27000.0,13.0,33.512691,131.304743
2980,Expedient,usa, OH, Cleveland,15166 Neo Parkway,42000.0,24000.0,2.7,40.2253569,-82.6881395
2981,Flexential,usa, NV 89081, North Las Vegas,3330 E Lone Mountain Rd,111240.0,8400.0,9.0,46.405094,-87.396662
2982,Rackspace,usa, MO, Kansas City,10828 North Airworld Drive,77550.0,15256.0,2.5,33.512691,131.304743
2983,Flexential,usa, UT 84104, Salt Lake City,572 Delong St suite 100,44550.0,33386.0,2.65,,
2984,Lumen,usa, MO, Kansas City,1100 Walnut Street,21920.0,2363.0,,33.512691,131.304743
2985,DataBank,usa, CA, Irvine,17222 Von Karman Avenue,52800.0,36720.0,2.64,36.7014631,-118.755997
2986,Hut 8,canada, ON,Toronto,,15340.0,7500.0,1.0,50.000678,-86.000977
2987,Flexential,usa, TX 75080, Richardson,3010 Waterview Pkwy,100807.0,50851.0,3.75,,
2988,Rackspace,germany, 60388 Frankfurt am Main,Kruppstraße 121-127,,,,1.25,50.15053802148129,8.753674225065893
2989,Equinix,usa, VA 20147, Ashburn,44780 Performance Circle,57772.0,,,,
2990,DataBank,usa, CA, Los Angeles,624 South Grand Avenue,662000.0,18480.0,2.0,36.7014631,-118.755997
2991,China Telecom,singapore, Singapore 627753,15 Pioneer Walk,,,,,1.33041305,104.40611358446014
2992,Equinix,ireland, Dublin, Citywest Business Campus,Kingswood Road,11136.0,11136.0,,53.3493795,-6.2605593
2993,Digital Realty,nigeria, Lagos, Victoria Island,8a Saka Tinubu Street,3412.0,,2.0,6.4550575,3.3941795
2994,CyrusOne,germany, Frankfurt,Leonhard-Heißwolf-Straße,,53410.0,,9.1,50.1106444,8.6820917
2995,Equinix,usa, GA, Atlanta,56 Marietta Street NorthWest,12967.0,9390.0,1.0,32.3293809,-83.1137366
2996,Tonaquint Datacenters,usa, UT, St. George,1108 West 1600 South,28000.0,17200.0,4.0,39.4225192,-111.714358
2997,Digital Realty,france, La Courneuve,1-3 Rue Rateau,,99000.0,,32.0,48.9267236,2.3896123
2998,MOD Mission Critical,usa, VA, Ashburn,21711 Filigree Court,43356.0,19935.0,,37.1232245,-78.4927721
2999,PhoenixNAP,serbia, Belgrade, Novi Beograd,Omladinskih brigada 92,,,,44.8178131,20.4568974
3000,China Telecom,china, Beijing, Tongzhou,Xizhou Rd,,,,39.9057136,116.3912972
3001,China Telecom,south korea, Gyeonggi-do, Anyang, Dongan-gu,,,,37.2884675,127.0535231
3002,China Telecom,china, Shanghai Shi, Baoshan Qu,Volvo Cars China Training Center,,,,31.2323437,121.4691024
3003,CoreSite,usa, NY, New York, 6th Avenue,48000.0,,,43.1561681,-75.8449946
3004,DC2Scale,france,38000 Grenoble,,,3767.0,3000.0,0.63,45.18813787662633,5.720271827836611
3005,Lumen,usa, MN, Minneapolis,715 N 2nd St,14200.0,4686.0,,45.9896587,-94.6113288
3006,MOD Mission Critical,spain, Madrid, 28037 Madrid, 71,118403.0,,3.6,40.4167047,-3.7035825
3007,CyrusOne,usa, TX, Allen,2300 Chelsea Boulevard,976000.0,580000.0,50.0,31.2638905,-98.5456116
3008,Netshop ISP,netherlands,2031 BE Haarlem,,,,,,52.39111933076923,4.6645012
3009,China Telecom,france, 92110 Clichy,9 Rue Petit,,,,,48.902782212903226,2.3096546924731185
3010,MOD Mission Critical,usa, FL, Miami,50 NE 9th St,658528.0,255512.0,,27.7567667,-81.4639835
3011,China Telecom,china, Shanghai,Putuo,,,,,31.2323437,121.4691024
3012,HostDime,usa, FL 32810, Orlando,440 W Kennedy Blvd,25000.0,,,,
3013,China Telecom,china, Shanghai, Hongkou Qu, Ouyang Road,,,,31.2323437,121.4691024
3014,NorthC,switzerland, Canton of Zurich, Winterthur,Theaterstrasse 15B,,11840.0,2.0,47.4036425,8.5465866
3015,Digital Realty,chile, Quilicura, Santiago,Calle Guacolda 2100,65000.0,,11.0,-33.3600426,-70.7118564
3016,antage Data Centers,switzerland, Winterthur,Fabrikstrasse 12,,366000.0,,40.0,47.4991723,8.7291498
3017,Digital Realty,brazil, 13185-252, Hortolândia - SP, 4 - Jardim Santa Izabel,43000.0,,7.0,-30.55010885,-52.51652319428324
3018,Lumen,usa, CA, San Francisco,200 Paul Avenue,11000.0,,,36.7014631,-118.755997
3019,China Telecom,hong kong, Tsuen Wan, 98 Wang Lung St,Global Gateway (hong Kong),,,,22.3716605,114.1134699
3020,Lumen,usa, NY, Albany,316 North Pearl Street,15000.0,1524.0,,43.1561681,-75.8449946
3021,Cogent Communications,france,Rouen,,,,,,49.4404591,1.0939658
3022,China Telecom,china, Beijing, Chaoyang,8 N 3rd Ring Rd E,,,,39.9057136,116.3912972
3023,MOD Mission Critical,usa, OR, Bend,20845 Sockeye Place,30000.0,,,43.9792797,-120.737257
3024,Zenlayer,south korea, Gyeonggi-do, Seongnam-si, Bundang-gu,,,,37.2884675,127.0535231
3025,Cogent Communications,usa, CO, Denver,4643 S Ulster St,319967.0,9501.0,,38.7251776,-105.607716
3026,Lumen,usa, NY, Albany,194 Washington Avenue,6234.0,1333.0,,43.1561681,-75.8449946
3027,Cogent Communications,usa, FL, Miami,200 Southeast 1st Street,141687.0,5386.0,,27.7567667,-81.4639835
3028,Enzu,netherlands, Amsterdam,Lemelerbergweg 28,,,,,52.3730796,4.8924534
3029,Prime Data Centers,usa, AZ, Avondale,11753 W Lower Buckeye Rd,260400.0,128000.0,48.0,34.395342,-111.763275
3030,Cogent Communications,usa, CA, Pasadena,2947 Bradley Street,48627.0,48627.0,,36.7014631,-118.755997
3031,MOD Mission Critical,south korea, Seoul, Gangnam-gu,467-6 Dogok-dong,,,,37.5666791,126.9782914
3032,Zenlayer,hong kong, Tsuen Wan,168 Yeung Uk Rd,,,,,22.3716605,114.1134699
3033,"Cato Digital, Inc",usa, CA 95054, Santa Clara,4700 Old Ironsides Dr,,,,,
3034,China Telecom,china, Zhejiang, Hangzhou, Xihu,,,,29.0000001,119.9999999
3035,Digital Realty,kenya, Nairobi,Langata S Rd & LRC Rd,,20000.0,,2.5,-1.2832533,36.8172449
3036,Digital Realty,usa, IL 60131, Franklin Park,9377 Grand Avenue,179100.0,,20.0,,
3037,Cogent Communications,france,Rennes,,,,,,48.1113387,-1.6800198
3038,China Telecom,china, Guangdong Sheng, Guangzhou Shi, Yuexiu Qu,,,,23.1357694,113.1982688
3039,Lumen,usa, DE, Newark,504 Interchange Blvd,17440.0,3300.0,,38.6920451,-75.4013315
3040,CyrusOne,usa, IL, Aurora,2805 Diehl Rd,428000.0,240000.0,50.4,40.0796606,-89.4337288
3041,Cogent Communications,usa, CA, Anaheim,300 S Harbor Blvd,1169.0,1169.0,,36.7014631,-118.755997
3042,bigbyte.cc,usa, NM, Albuquerque,123 Central Avenue Northwest,62000.0,15000.0,3.0,34.5802074,-105.996047
3043,Expedient,usa, OH, Upper Arlington,5000 Arlington Centre Boulevard,21591.0,9300.0,1.6,40.2253569,-82.6881395
3044,Digital Realty,usa, VA, Ashburn,43780 Digital Loudoun Plaza bldg h,224000.0,224000.0,36.0,37.1232245,-78.4927721
3045,Centersquare,usa, TN, Gallatin,1398 Gateway Drive,900000.0,,100.0,35.7730076,-86.2820081
3046,H5 Data Centers,usa, AZ, Chandler,2600 West Germann Road,180000.0,145000.0,26.0,34.395342,-111.763275
3047,Rackspace,hong kong, Tseung Kwan O Industrial Estate,33 Chun Choi Street,,9870.51,,7.2,22.284649,114.271717
3048,Cirion Technologies,brazil, Curitiba - State of Paraná, 350 - Cidade Industrial de Curitiba,Rua do Semeador,3000.0,1000.0,1.0,,
3049,TierPoint,usa, OK, Oklahoma City,4121 Perimeter Center Place,22400.0,14600.0,,34.9550817,-97.2684063
3050,Whitelabel IT Solutions,usa, NJ, Hackensack,159 Atlantic Street,20000.0,12000.0,2.0,40.0757384,-74.4041622
